id,name,fullname,country,continent,iata,icao,lat,lng,rwy,market,hub_cost,rwy_codes
3378,Sabetta,Sabetta International Airport,Russia,Europe,SBT,USDA,71.219167,72.052222,8858,49,48000,04/22
3379,Salekhard,Salekhard Airport,Russia,Asia,SLY,USDD,66.5907974243164,66.61100006103516,8917,37,48000,04/22
3380,Khanty-Mansiysk,Khanty Mansiysk Airport,Russia,Asia,HMA,USHH,61.028499603271484,69.08609771728516,9180,44,48000,06/24
3381,Izhevsk,Izhevsk Airport,Russia,Europe,IJK,USII,56.82809829711914,53.45750045776367,8202,44,48000,01/19
3382,Nizhnevartovsk,Nizhnevartovsk Airport,Russia,Asia,NJC,USNN,60.94929885864258,76.48359680175781,10499,82,48000,03/21
3383,Perm,Bolshoye Savino Airport,Russia,Europe,PEE,USPP,57.914501190186,56.021198272705,10520,46,48000,03/21
3384,Kogalym,Kogalym International Airport,Russia,Asia,KGP,USRK,62.190399169921875,74.53379821777344,8225,81,48000,17/35
3385,Surgut,Surgut Airport,Russia,Asia,SGC,USRR,61.34370040893555,73.40180206298828,9154,44,48000,07/25
3386,Yekaterinburg,Koltsovo Airport,Russia,Asia,SVX,USSS,56.743099212646,60.802700042725,9925,52,48000,08L/26R
3387,Tyumen,Roshchino International Airport,Russia,Asia,TJM,USTR,57.189601898199996,65.3243026733,9852,88,48000,03/21
3388,Ashgabat,Ashgabat International Airport,Turkmenistan,Asia,ASB,UTAA,37.986801,58.361,12467,90,237000,11/29|12R/30L
3389,Krasnovodsk,Turkmenbashi Airport,Turkmenistan,Asia,KRW,UTAK,40.063301,53.007198,8202,74,12000,16/34
3390,Mary,Mary Airport,Turkmenistan,Asia,MYP,UTAM,37.6194,61.896702,9107,33,12000,18L/36R
3391,Daşoguz,Daşoguz Airport,Turkmenistan,Asia,TAZ,UTAT,41.761101,59.826698,8858,38,12000,09L/27R
3392,Türkmenabat,Turkmenabat Airport,Turkmenistan,Asia,CRZ,UTAV,39.08330154418945,63.61330032348633,9022,69,12000,15/33
3393,Dushanbe,Dushanbe Airport,Tajikistan,Asia,DYU,UTDD,38.543300628699996,68.8249969482,10170,68,237000,09/27
3394,Kulyab,Kulob Airport,Tajikistan,Asia,TJU,UTDK,37.98809814453125,69.80500030517578,9843,59,6000,01/19
3395,Khudzhand,Khudzhand Airport,Tajikistan,Asia,LBD,UTDL,40.21540069580078,69.6947021484375,10450,52,6000,08/26
3396,Urgench,Urgench Airport,Uzbekistan,Asia,UGC,UTNU,41.58430099487305,60.641700744628906,11065,34,18000,13/31
3397,Bukhara,Bukhara Airport,Uzbekistan,Asia,BHK,UTSB,39.775001525878906,64.4832992553711,9843,48,18000,01/19
3398,Samarkand,Samarkand Airport,Uzbekistan,Asia,SKD,UTSS,39.70050048828125,66.98380279541016,10170,82,18000,09/27
3399,Termez,Termez Airport,Uzbekistan,Asia,TMJ,UTST,37.28670120239258,67.30999755859375,9843,67,18000,07/25
3400,Tashkent,Tashkent International Airport,Uzbekistan,Asia,TAS,UTTT,41.257900238,69.2811965942,13123,79,213300,08L/26R
3401,Bryansk,Bryansk Airport,Russia,Europe,BZK,UUBP,53.214199,34.176399,7874,84,48000,17/35
3402,Moscow Zhukovsky,Zhukovsky International Airport,Russia,Europe,ZIA,UUBW,55.553299,38.150002,15092,33,48000,12/30
3403,Moscow Domodedovo,Domodedovo International Airport,Russia,Europe,DME,UUDD,55.40879821777344,37.90629959106445,12448,33,48000,14C/32|14R/32L
3404,Moscow Sheremetyevo,Sheremetyevo International Airport,Russia,Europe,SVO,UUEE,55.972599,37.4146,12139,35,213300,06C/24
3405,Belgorod,Belgorod International Airport,Russia,Europe,EGO,UUOB,50.643798828125,36.5900993347168,7930,60,48000,11/29
3406,Kursk,Kursk East Airport,Russia,Europe,URS,UUOK,51.7505989074707,36.29560089111328,8202,67,48000,12/30
3407,Voronezh,Voronezh International Airport,Russia,Europe,VOZ,UUOO,51.81420135498047,39.22959899902344,7546,89,48000,12/30
3408,Moscow Vnukov,Vnukovo International Airport,Russia,Europe,VKO,UUWW,55.5914993286,37.2615013123,11483,33,48000,01/19
3409,Syktyvkar,Syktyvkar Airport,Russia,Europe,SCW,UUYY,61.64699935913086,50.84510040283203,8203,66,48000,01/19
3410,Nizhny Novgorod,Nizhny Novgorod Strigino International Airport,Russia,Europe,GOJ,UWGG,56.230098724365,43.784000396729,9203,59,48000,06/24|18L/36R
3411,Bugulma,Bugulma Airport,Russia,Europe,UUA,UWKB,54.63999938964844,52.801700592041016,6561,70,48000,01/19
3412,Kazan,Kazan International Airport,Russia,Europe,KZN,UWKD,55.606201171875,49.278701782227,12218,52,48000,11L/29R
3413,Nizhnekamsk,Begishevo Airport,Russia,Europe,NBC,UWKE,55.564701080322266,52.092498779296875,8209,52,48000,03/21
3414,Cheboksary,Cheboksary Airport,Russia,Europe,CSY,UWKS,56.090301513671875,47.3473014831543,8241,43,48000,06/24
3415,Ulyanovsk Baratayevka,Ulyanovsk Baratayevka Airport,Russia,Europe,ULV,UWLL,54.26829910279999,48.226699829100006,12533,61,48000,03/21
3416,Ulyanovsk East,Ulyanovsk East Airport,Russia,Europe,ULY,UWLW,54.4010009765625,48.80270004272461,16404,68,48000,02/20
3417,Orenburg,Orenburg Central Airport,Russia,Europe,REN,UWOO,51.795799255371094,55.45669937133789,8212,90,48000,08/26
3418,Orsk,Orsk Airport,Russia,Europe,OSW,UWOR,51.0724983215332,58.59560012817383,9550,84,48000,01/19|07R/25L
3419,Saratov,Saratov Central Airport,Russia,Europe,RTW,UWSS,51.564998626708984,46.04669952392578,7485,46,48000,12/30
3420,Ufa,Ufa International Airport,Russia,Europe,UFA,UWUU,54.557498931885,55.874401092529,12339,80,48000,01/19|14/32|14R/32L
3421,Samara,Kurumoch International Airport,Russia,Europe,KUF,UWWW,53.504901885986,50.16429901123,9846,52,48000,05/23
3422,Ahmedabad,Sardar Vallabhbhai Patel International Airport,India,Asia,AMD,VAAH,23.0771999359,72.63469696039999,11447,30,54000,05/23
3423,Akola,Akola Airport,India,Asia,AKD,VAAK,20.698999,77.058601,4600,52,54000,10/28
3424,Aurangabad,Aurangabad Airport,India,Asia,IXU,VAAU,19.862699508666992,75.39810180664062,7713,63,54000,09/27
3425,Mumbai,Chhatrapati Shivaji International Airport,India,Asia,BOM,VABB,19.0886993408,72.8678970337,11302,77,213300,09/27
3426,Bilaspur,Bilaspur Airport,India,Asia,PAB,VABI,21.9884,82.111,5035,61,54000,17/35
3427,Bhuj,Bhuj Airport,India,Asia,BHJ,VABJ,23.2877998352,69.6701965332,8205,80,54000,05/23
3428,Belgaum,Belgaum Airport,India,Asia,IXG,VABM,15.859299659700001,74.6183013916,4786,75,54000,08/26
3429,Vadodara,Vadodara Airport,India,Asia,BDQ,VABO,22.336201,73.226303,8100,46,54000,04/22
3430,Bhopal,Raja Bhoj International Airport,India,Asia,BHO,VABP,23.2875003815,77.3374023438,6700,42,54000,06/24
3431,Bhavnagar,Bhavnagar Airport,India,Asia,BHU,VABV,21.752199173,72.1852035522,6300,36,54000,07/25
3432,Daman,Daman Airport,India,Asia,NMB,VADN,20.43440055847168,72.84320068359375,5909,58,54000,03/21
3433,Vasco da Gama,Dabolim Airport,India,Asia,GOI,VAGO,15.3808002472,73.8313980103,11345,40,54000,08/26
3434,Hubli,Hubli Airport,India,Asia,HBX,VAHB,15.361700058,75.08489990230001,5479,54,54000,08/26
3435,Indore,Devi Ahilyabai Holkar Airport,India,Asia,IDR,VAID,22.7217998505,75.8011016846,7480,44,54000,07/25
3436,Jabalpur,Jabalpur Airport,India,Asia,JLR,VAJB,23.177799224853516,80.052001953125,6522,68,54000,06/24
3437,Jamnagar,Jamnagar Airport,India,Asia,JGA,VAJM,22.465499877929688,70.01260375976562,8242,36,54000,06/24
3438,Kandla,Kandla Airport,India,Asia,IXY,VAKE,23.1127,70.100304,4997,59,54000,05/23
3439,Khajuraho,Khajuraho Airport,India,Asia,HJR,VAKJ,24.817199707,79.91860198970001,7460,57,54000,01/19
3440,Kolhapur,Kolhapur Airport,India,Asia,KLH,VAKP,16.6646995544,74.2893981934,4495,57,54000,07/25
3441,Keshod,Keshod Airport,India,Asia,IXK,VAKS,21.317100524902344,70.27040100097656,4500,73,54000,05/23
3442,Nanded,Nanded Airport,India,Asia,NDC,VAND,19.1833000183,77.31670379639999,7546,41,54000,09/27
3443,Nagpur,Dr. Babasaheb Ambedkar International Airport,India,Asia,NAG,VANP,21.092199325561523,79.04720306396484,10500,57,54000,09/27
3444,Nasik,Nashik Airport,India,Asia,ISK,VAOZ,20.119101,73.912903,9843,66,54000,09/27
3445,Pune,Pune Airport,India,Asia,PNQ,VAPO,18.58209991455078,73.9197006225586,8329,82,54000,10/28
3446,Porbandar,Porbandar Airport,India,Asia,PBD,VAPR,21.6487007141,69.65720367429999,4500,67,54000,09/27
3447,Rajkot,Rajkot Airport,India,Asia,RAJ,VARK,22.3092002869,70.77950286869999,6040,37,54000,05/23
3448,Solapur,Solapur Airport,India,Asia,SSE,VASL,17.6280002594,75.93479919430001,6591,69,54000,15/33
3449,Surat,Surat Airport,India,Asia,STV,VASU,21.1140995026,72.7417984009,7382,50,54000,04/22
3450,Udaipur,Maharana Pratap Airport,India,Asia,UDR,VAUD,24.617700576799997,73.89610290530001,7484,39,54000,08/26
3451,Colombo Int,Bandaranaike International Colombo Airport,Sri Lanka,Asia,CMB,VCBI,7.180759906768799,79.88410186767578,10991,82,213300,04/22
3452,Batticaloa,Batticaloa Airport,Sri Lanka,Asia,BTC,VCCB,7.70576,81.678802,3592,55,24000,06/24
3453,Colombo Ratmalana,Colombo Ratmalana Airport,Sri Lanka,Asia,RML,VCCC,6.821990013122559,79.88619995117188,6013,69,24000,04/22
3454,Ampara,Ampara Airport,Sri Lanka,Asia,ADP,VCCG,7.33776,81.62594,3600,47,24000,07/25
3455,Jaffna,Kankesanturai Airport,Sri Lanka,Asia,JAF,VCCJ,9.792329788208008,80.07009887695312,7500,80,24000,05/23
3456,Galle,Koggala Airport,Sri Lanka,Asia,KCT,VCCK,5.993680000305176,80.32029724121094,3142,57,24000,07/25
3457,Trincomalee,China Bay Airport,Sri Lanka,Asia,TRR,VCCT,8.5385103225708,81.18190002441406,7850,41,24000,06/24
3458,Mattala,Mattala Rajapaksa International Airport,Sri Lanka,Asia,HRI,VCRI,6.284467,81.124128,11483,80,24000,05/23
3459,Battambang,Battambang Airport,Cambodia,Asia,BBM,VDBG,13.095600128173828,103.2239990234375,5250,61,12000,07/25
3460,Kampong Chhnang,Kampong Chhnang Airport,Cambodia,Asia,KZC,VDKH,12.255200386,104.564002991,7874,49,12000,18/36
3461,Phnom Penh,Phnom Penh International Airport,Cambodia,Asia,PNH,VDPP,11.546600341796875,104.84400177001953,9843,45,213300,05/23
3462,Ratanakiri,Ratanakiri Airport,Cambodia,Asia,RBE,VDRK,13.729999542236328,106.98699951171875,3937,48,12000,18/36
3463,Siem Reap,Siem Reap International Airport,Cambodia,Asia,REP,VDSR,13.410699844400002,103.81300354,8366,64,12000,05/23
3464,Stung Treng,Stung Treng Airport,Cambodia,Asia,TNX,VDST,13.531900405883789,106.01499938964844,4248,38,12000,02/20
3465,Along,Along Airport,India,Asia,IXV,VEAN,28.17530059814453,94.802001953125,3000,43,54000,05/23
3466,Agartala,Agartala Airport,India,Asia,IXA,VEAT,23.8869991302,91.24040222170001,7500,38,54000,18/36
3467,Siliguri,Bagdogra Airport,India,Asia,IXB,VEBD,26.68120002746582,88.32859802246094,9035,38,54000,18/36
3468,Shillong,Shillong Airport,India,Asia,SHL,VEBI,25.70359992980957,91.97869873046875,6000,46,54000,04/22
3469,Bhubaneswar,Biju Patnaik Airport,India,Asia,BBI,VEBS,20.244400024399997,85.8178024292,7359,37,54000,05/23
3470,Kolkata,Netaji Subhash Chandra Bose International Airport,India,Asia,CCU,VECC,22.654699325561523,88.44670104980469,11900,78,54000,01L/19R
3471,Dhanbad,Dhanbad Airport,India,Asia,DBD,VEDB,23.833999633789062,86.42530059814453,3728,50,54000,07/25
3472,Durgapur,Kazi Nazrul Islam Airport,India,Asia,RDP,VEDG,23.6225,87.243,9186,32,54000,16/34
3473,Gorakhpur,Gorakhpur Airport,India,Asia,GOP,VEGK,26.739700317399997,83.4496994019,9000,67,54000,11/29
3474,Guwahati,Lokpriya Gopinath Bordoloi International Airport,India,Asia,GAU,VEGT,26.10610008239746,91.58589935302734,9000,58,54000,02/20
3475,Gaya,Gaya Airport,India,Asia,GAY,VEGY,24.744300842285156,84.95120239257812,7500,90,54000,10/28
3476,Imphal,Imphal Airport,India,Asia,IMF,VEIM,24.7600002289,93.896697998,9009,87,54000,04/22
3477,Jamshedpur,Sonari Airport,India,Asia,IXW,VEJS,22.8132,86.1688,4010,71,54000,08/26
3478,Jorhat,Jorhat Airport,India,Asia,JRH,VEJT,26.7315006256,94.1754989624,9000,69,54000,04/22
3479,Kailashahar,Kailashahar Airport,India,Asia,IXH,VEKR,24.30820083618164,92.0072021484375,3300,67,54000,03/21
3480,Silchar,Silchar Airport,India,Asia,IXS,VEKU,24.9129009247,92.97869873050001,5993,44,54000,06/24
3481,Aizawl,Lengpui Airport,India,Asia,AJL,VELP,23.840599060099997,92.6196975708,8202,38,54000,17/35
3482,Lilabari,North Lakhimpur Airport,India,Asia,IXI,VELR,27.295499801635742,94.09760284423828,7500,35,54000,04/22
3483,Dibrugarh,Dibrugarh Airport,India,Asia,DIB,VEMN,27.4839000702,95.0168991089,6000,83,54000,05/23
3484,Dimapur,Dimapur Airport,India,Asia,DMU,VEMR,25.883899688699998,93.77110290530001,7513,55,54000,12/30
3485,Mazuffarpur,Muzaffarpur Airport,India,Asia,MZU,VEMZ,26.11910057067871,85.3136978149414,3990,81,54000,10/28
3486,Patna,Lok Nayak Jayaprakash Airport,India,Asia,PAT,VEPT,25.591299057,85.0879974365,6410,57,54000,07/25
3487,Ranchi,Birsa Munda Airport,India,Asia,IXR,VERC,23.314300537100003,85.3217010498,8855,79,54000,13/31
3488,Rourkela,Rourkela Airport,India,Asia,RRK,VERK,22.256701,84.814598,5987,32,54000,09/27
3489,Tezpur,Tezpur Airport,India,Asia,TEZ,VETZ,26.7091007232666,92.78469848632812,9010,56,54000,05/23
3490,Ziro,Ziro Airport,India,Asia,ZER,VEZO,27.588301,93.828102,4010,55,54000,18/36
3491,Barisal,Barisal Airport,Bangladesh,Asia,BZL,VGBR,22.801000595092773,90.30120086669922,5995,36,18000,17/35
3492,Cox's Bazar,Cox's Bazar Airport,Bangladesh,Asia,CXB,VGCB,21.452199935913086,91.96389770507812,6790,87,18000,17/35
3493,Chittagong,Shah Amanat International Airport,Bangladesh,Asia,CGP,VGEG,22.24959945678711,91.81330108642578,9646,78,18000,05/23
3494,Ishurdi,Ishurdi Airport,Bangladesh,Asia,IRD,VGIS,24.15250015258789,89.04940032958984,4700,85,18000,15/33
3495,Jashahor,Jessore Airport,Bangladesh,Asia,JSR,VGJR,23.183799743652344,89.16079711914062,8000,35,18000,16/34
3496,Rajshahi,Shah Mokhdum Airport,Bangladesh,Asia,RJH,VGRJ,24.43720054626465,88.61650085449219,6000,52,18000,17/35
3497,Saidpur,Saidpur Airport,Bangladesh,Asia,SPD,VGSD,25.759199142456055,88.90889739990234,6000,51,18000,16/34
3498,Sylhet,Osmany International Airport,Bangladesh,Asia,ZYL,VGSY,24.963199615478516,91.8667984008789,9478,43,18000,11/29
3499,Dhaka,Hazrat Shahjalal International Airport,Bangladesh,Asia,DAC,VGZR,23.843347,90.397783,11500,83,213300,14/32
3500,Hong Kong,Hong Kong International Airport,Hong Kong,Asia,HKG,VHHH,22.308901,113.915001,12467,41,213300,07L/25R
3501,Agra,Agra Airport,India,Asia,AGR,VIAG,27.155799865722656,77.96089935302734,9000,65,54000,05/23
3502,Allahabad,Allahabad Airport,India,Asia,IXD,VIAL,25.440099716186523,81.73390197753906,8110,55,54000,06/24
3503,Amritsar,Sri Guru Ram Dass Jee International Airport,India,Asia,ATQ,VIAR,31.7096004486,74.7973022461,10791,84,54000,16/34
3504,Bikaner,Nal Airport,India,Asia,BKB,VIBK,28.070600509643555,73.20719909667969,8960,38,54000,05/23
3505,Varanasi,Lal Bahadur Shastri Airport,India,Asia,VNS,VIBN,25.4524002075,82.8592987061,7238,61,54000,09/27
3506,Kulu,Kullu Manali Airport,India,Asia,KUU,VIBR,31.876699447631836,77.15440368652344,3690,37,54000,16/34
3509,Chandigarh,Chandigarh Airport,India,Asia,IXC,VICG,30.673500061035156,76.78849792480469,9001,81,54000,11/29
3510,Kanpur,Kanpur Airport,India,Asia,KNU,VICX,26.404301,80.410103,9000,43,54000,09/27
3511,Dehradun,Dehradun Airport,India,Asia,DED,VIDN,30.189699,78.180298,7000,54,54000,08/26
3512,New Delhi,Indira Gandhi International Airport,India,Asia,DEL,VIDP,28.5665,77.103104,14534,85,213300,09/27|11/29
3513,Kangra,Kangra Airport,India,Asia,DHM,VIGG,32.16510009765625,76.26339721679688,4620,39,54000,15/33
3514,Gwalior,Gwalior Airport,India,Asia,GWL,VIGR,26.29330062866211,78.22779846191406,9000,52,54000,06/24
3515,Hissar,Hissar Airport,India,Asia,HSS,VIHR,29.179399490356445,75.75530242919922,4000,85,54000,12/30
3516,Jodhpur,Jodhpur Airport,India,Asia,JDH,VIJO,26.251100540161133,73.04889678955078,9005,39,54000,05/23
3517,Jaipur,Jaipur International Airport,India,Asia,JAI,VIJP,26.8242,75.812202,9177,44,54000,09/27
3518,Jaisalmer,Jaisalmer Airport,India,Asia,JSA,VIJR,26.888700485229492,70.86499786376953,9000,70,54000,04/22
3519,Jammu,Jammu Airport,India,Asia,IXJ,VIJU,32.6890983582,74.8374023438,6755,58,54000,17/35
3520,Ajmer,Kishangarh Airport,India,Asia,KQH,VIKG,26.601473,74.814147,7060,36,54000,05/23
3521,Kota,Kota Airport,India,Asia,KTU,VIKO,25.160200119,75.84559631350001,4078,49,54000,08/26
3522,Ludhiaha,Ludhiana Airport,India,Asia,LUH,VILD,30.854700088500977,75.95259857177734,4800,44,54000,12/30
3523,Leh,Leh Kushok Bakula Rimpochee Airport,India,Asia,IXL,VILH,34.1358985901,77.5465011597,9040,56,54000,07L/25R
3524,Lucknow,Chaudhary Charan Singh International Airport,India,Asia,LKO,VILK,26.7605991364,80.8892974854,8996,32,54000,09/27
3525,Pathankot,Pathankot Airport,India,Asia,IXP,VIPK,32.233611,75.634444,8970,70,54000,01/19
3526,Pantnagar,Pantnagar Airport,India,Asia,PGH,VIPT,29.03339958190918,79.47370147705078,4500,89,54000,10/28
3527,Srinagar,Sheikh ul Alam Airport,India,Asia,SXR,VISR,33.987098693847656,74.77420043945312,12090,84,54000,13/31
3528,Luang Phabang,Luang Phabang International Airport,Laos,Asia,LPQ,VLLB,19.897300720214844,102.16100311279297,7218,49,6000,06/24
3529,Pakse,Pakse International Airport,Laos,Asia,PKZ,VLPS,15.132100105285645,105.78099822998047,5332,74,6000,15/33
3530,Savannakhet,Savannakhet Airport,Laos,Asia,ZVK,VLSK,16.55660057067871,104.76000213623047,5358,85,6000,04/22
3531,Sam Neua,Sam Neua Airport,Laos,Asia,NEU,VLSN,20.418399810791016,104.06700134277344,3715,47,6000,08/26
3532,Vientiane,Wattay International Airport,Laos,Asia,VTE,VLVT,17.988300323500003,102.56300354,9843,50,213300,13/31
3533,Macau,Macau International Airport,Macau,Asia,MFM,VMMC,22.149599,113.592003,10544,47,237000,16/34
3534,Bhairawa,Gautam Buddha Airport,Nepal,Asia,BWA,VNBW,27.505685,83.416293,4955,90,6000,10/28
3535,Janakpur,Janakpur Airport,Nepal,Asia,JKR,VNJP,26.708799362199997,85.9224014282,3300,60,6000,09/27
3536,Kathmandu,Tribhuvan International Airport,Nepal,Asia,KTM,VNKT,27.6966,85.3591,10007,86,237000,02/20
3537,Nepalgunj,Nepalgunj Airport,Nepal,Asia,KEP,VNNG,28.103599548339844,81.66699981689453,4935,77,6000,08/26
3538,Pokhara,Pokhara Airport,Nepal,Asia,PKR,VNPK,28.200899124145508,83.98210144042969,4720,40,6000,04/22
3539,Taplejung,Taplejung Airport,Nepal,Asia,TPJ,VNTJ,27.3509,87.69525,2313,41,6000,07/25
3540,Biratnagar,Biratnagar Airport,Nepal,Asia,BIR,VNVT,26.48150062561035,87.26399993896484,4937,70,6000,09/27
3541,Latur,Murod Kond Airport,India,Asia,LTU,VO55,18.411501,76.464699,7546,69,54000,05/23
3542,Agatti Island,Agatti Airport,India,Asia,AGX,VOAT,10.823699951171875,72.1760025024414,4235,55,54000,04/22
3543,Bellary,Bellary Airport,India,Asia,BEP,VOBI,15.162799835205078,76.88279724121094,3630,58,54000,12/30
3544,Bangalore,Kempegowda International Airport,India,Asia,BLR,VOBL,13.1979,77.706299,13123,51,54000,09/27
3545,Vijayawada,Vijayawada Airport,India,Asia,VGA,VOBZ,16.530399322509766,80.79679870605469,7900,41,54000,08/26
3546,Coimbatore,Coimbatore International Airport,India,Asia,CJB,VOCB,11.029999733,77.0434036255,8480,43,54000,05/23
3547,Kochi,Cochin International Airport,India,Asia,COK,VOCI,10.152,76.401901,11155,41,54000,09/27
3548,Calicut,Calicut International Airport,India,Asia,CCJ,VOCL,11.1367998123,75.95529937740001,9383,38,54000,10/28
3549,Kadapa,Kadapa Airport,India,Asia,CDP,VOCP,14.51,78.772778,6562,59,54000,11/29
3551,Hyderabad Int,Rajiv Gandhi International Airport,India,Asia,HYD,VOHS,17.2313175201,78.4298553467,13976,76,54000,09L/27R
3552,Hyderabad Begumpet,Begumpet Airport,India,Asia,BPM,VOHY,17.4531002045,78.4675979614,10600,85,54000,09/27
3553,Madurai,Madurai Airport,India,Asia,IXM,VOMD,9.83450984955,78.09339904790001,5990,74,54000,09/27
3554,Mangalore,Mangalore International Airport,India,Asia,IXE,VOML,12.9612998962,74.8900985718,5300,54,54000,09/27
3555,Chennai,Chennai International Airport,India,Asia,MAA,VOMM,12.990005493164062,80.16929626464844,12001,51,54000,07/25
3556,Port Blair,Vir Savarkar International Airport,India,Asia,IXZ,VOPB,11.641200065612793,92.72969818115234,10795,55,54000,04/22
3557,Pondicherry,Pondicherry Airport,India,Asia,PNY,VOPC,11.968,79.812,4921,81,54000,07/25
3558,Puttaparthi,Sri Sathya Sai Airport,India,Asia,PUT,VOPN,14.1492996216,77.7910995483,7315,60,54000,09/27
3559,Rajahmundry,Rajahmundry Airport,India,Asia,RJA,VORY,17.1103992462,81.81819915770001,5710,50,54000,05/23
3560,Salem,Salem Airport,India,Asia,SXV,VOSM,11.78330039978,78.06559753418,5925,46,54000,04/22
3561,Tiruchirappally,Tiruchirapally Civil Airport Airport,India,Asia,TRZ,VOTR,10.765399932861328,78.70970153808594,6115,49,54000,09/27
3562,Thiruvananthapuram,Trivandrum International Airport,India,Asia,TRV,VOTV,8.48211956024,76.9200973511,11148,73,54000,14/32
3563,Gelephu,Gelephu Airport,Bhutan,Asia,GLU,VQGP,26.88456,90.46412,4921,60,6000,11/29
3564,Paro,Paro Airport,Bhutan,Asia,PBH,VQPR,27.403200149499998,89.42459869380001,6445,79,237000,15/33
3565,Gan,Gan International Airport,Maldives,Asia,GAN,VRMG,-0.693342,73.155602,12000,36,12000,10/28
3566,Haa Dhaalu Atoll,Hanimaadhoo Airport,Maldives,Asia,HAQ,VRMH,6.744229793548584,73.17050170898438,4003,51,12000,03/21
3567,Kadhdhoo,Kadhdhoo Airport,Maldives,Asia,KDO,VRMK,1.8591699600219727,73.52189636230469,4003,65,12000,03/21
3568,Malé,Malé International Airport,Maldives,Asia,MLE,VRMM,4.191830158233643,73.52909851074219,10499,73,237000,18/36
3569,Huvadhu Atoll,Kaadedhdhoo Airport,Maldives,Asia,KDM,VRMT,0.48813098669052124,72.99690246582031,4003,50,12000,16/34
3570,Maamigili,Villa Airport,Maldives,Asia,VAM,VRMV,3.47055555556,72.8358333333,5905,84,12000,09/27
3571,Bangkok Int,Don Mueang International Airport,Thailand,Asia,DMK,VTBD,13.9125995636,100.607002258,12139,34,213300,03L/21R
3572,Nakhon Pathom,Kamphaeng Saen Airport,Thailand,Asia,KDT,VTBK,14.1020002365,99.9171981812,9000,42,48000,03/21
3573,Trat,Trat Airport,Thailand,Asia,TDX,VTBO,12.274600029,102.319000244,4950,82,48000,05/23
3574, Bangkok Suvarnabhumi,Suvarnabhumi Airport,Thailand,Asia,BKK,VTBS,13.681099891662598,100.74700164794922,13123,53,213300,01L/19R
3575,Rayong,U-Tapao International Airport,Thailand,Asia,UTP,VTBU,12.679900169372559,101.00499725341797,11500,55,48000,18/36
3576,Chiang Mai,Chiang Mai International Airport,Thailand,Asia,CNX,VTCC,18.766799926799997,98.962600708,10171,86,48000,18/36
3577,Mae Hong Son,Mae Hong Son Airport,Thailand,Asia,HGN,VTCH,19.301300048828125,97.97579956054688,6562,85,48000,11/29
3578,Lampang,Lampang Airport,Thailand,Asia,LPT,VTCL,18.27090072631836,99.50420379638672,6465,63,48000,18/36
3579,Nan,Nan Airport,Thailand,Asia,NNT,VTCN,18.807899475097656,100.78299713134766,6562,63,48000,02/20
3580,Phrae,Phrae Airport,Thailand,Asia,PRH,VTCP,18.132200241088867,100.16500091552734,4921,62,48000,01/19
3581,Chiang Rai,Chiang Rai International Airport,Thailand,Asia,CEI,VTCT,19.952299118,99.88289642330001,9843,55,48000,03/21
3582,Phetchabun,Phetchabun Airport,Thailand,Asia,PHY,VTPB,16.6760005951,101.194999695,6890,69,48000,18/36
3583,Hua Hin,Hua Hin Airport,Thailand,Asia,HHQ,VTPH,12.6361999512,99.951499939,6890,77,48000,16/34
3584,Nakhon Sawan,Takhli Airport,Thailand,Asia,TKH,VTPI,15.277299881,100.29599762,9843,45,48000,18/36
3585,Tak Mae Sot,Mae Sot Airport,Thailand,Asia,MAQ,VTPM,16.699899673461914,98.54509735107422,4921,71,48000,09/27
3586,Sukhothai,Sukhothai Airport,Thailand,Asia,THS,VTPO,17.238000869750977,99.81819915771484,6890,88,48000,18/36
3587,Phitsanulok,Phitsanulok Airport,Thailand,Asia,PHS,VTPP,16.782899856567383,100.27899932861328,9843,38,48000,14/32
3588,Tak,Tak Airport,Thailand,Asia,TKT,VTPT,16.895999908447266,99.25330352783203,4921,43,48000,09/27
3589,Surat Thani,Surat Thani Airport,Thailand,Asia,URT,VTSB,9.13259983063,99.135597229,9843,36,48000,04/22
3590,Narathiwat,Narathiwat Airport,Thailand,Asia,NAW,VTSC,6.5199198722839355,101.74299621582031,6562,74,48000,02/20
3591,Chumphon,Chumphon Airport,Thailand,Asia,CJM,VTSE,10.711199760437012,99.36170196533203,6890,59,48000,06/24
3592,Nakhon Si Thammarat,Nakhon Si Thammarat Airport,Thailand,Asia,NST,VTSF,8.539620399475098,99.9447021484375,6890,72,48000,01/19
3593,Krabi,Krabi Airport,Thailand,Asia,KBV,VTSG,8.09912014008,98.9861984253,9842,74,48000,14/32
3594,Songkhla,Songkhla Airport,Thailand,Asia,SGZ,VTSH,7.186560153961182,100.60800170898438,4954,88,48000,13/31
3595,Pattani,Pattani Airport,Thailand,Asia,PAN,VTSK,6.785459995269775,101.15399932861328,4593,53,48000,08/26
3596,Na Thon (Ko Samui Island),Samui Airport,Thailand,Asia,USM,VTSM,9.547789573669998,100.06199646,6759,89,48000,17/35
3597,Phuket,Phuket International Airport,Thailand,Asia,HKT,VTSP,8.1132,98.316902,9843,70,48000,09/27
3598,Ranong,Ranong Airport,Thailand,Asia,UNN,VTSR,9.777620315551758,98.58550262451172,6562,39,48000,02/20
3599,Hat Yai,Hat Yai International Airport,Thailand,Asia,HDY,VTSS,6.93320989609,100.392997742,10007,86,48000,08/26
3600,Trang,Trang Airport,Thailand,Asia,TST,VTST,7.508739948272705,99.6166000366211,6890,66,48000,08/26
